ticket_id,customer_id,route_id,open_date,category,description,sentiment,status,resolution_days,csat_score
TKT001129,CUST0028,R005,2024-10-22,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,1,4
TKT001130,CUST0096,R009,2024-10-26,Booking Issue,"Erreur lors du paiement, deux billets émis.",negative,Resolved,4,1
TKT001131,CUST0125,R007,2024-12-30,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,14,2
TKT001132,CUST0146,R001,2025-01-23,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,6,1
TKT001133,CUST0182,R004,2024-12-02,Booking Issue,Upgrade not applied despite payment confirmation.,neutral,Resolved,14,3
TKT001134,CUST0127,R011,2025-01-21,Onboard Experience,Choice of vegetarian meals very limited compared to competitors.,neutral,Resolved,6,5
TKT001135,CUST0152,R004,2024-10-30,Refund,Voucher reçu au lieu du remboursement promis.,negative,Open,,
TKT001136,CUST0093,R007,2024-12-14,Baggage,My suitcase arrived open and items were missing.,negative,Resolved,3,2
TKT001137,CUST0138,R004,2025-01-30,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,12,3
TKT001138,CUST0219,R005,2024-11-24,Refund,Voucher reçu au lieu du remboursement promis.,negative,Resolved,8,1
TKT001139,CUST0215,R005,2025-01-20,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Resolved,13,5
TKT001140,CUST0154,R005,2025-01-25,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Resolved,3,1
TKT001141,CUST0210,R010,2024-12-07,Booking Issue,Application mobile bloque à l'étape de paiement.,negative,Resolved,3,3
TKT001142,CUST0102,R009,2025-01-08,Onboard Experience,Seat recline broken. Crew ignored my request.,negative,Open,,
TKT001143,CUST0086,R008,2025-02-01,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Resolved,9,5
TKT001144,CUST0018,R005,2024-11-21,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Open,,
TKT001145,CUST0049,R005,2025-01-26,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,10,2
TKT001146,CUST0120,R001,2024-12-15,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,neutral,Resolved,1,2
TKT001147,CUST0026,R003,2024-11-20,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Open,,
TKT001148,CUST0095,R008,2024-10-17,Onboard Experience,Repas de très mauvaise qualité sur le vol ABJ-CDG.,negative,Resolved,5,1
TKT001149,CUST0191,R006,2024-12-12,Booking Issue,Application mobile bloque à l'étape de paiement.,neutral,Resolved,4,3
TKT001150,CUST0007,R004,2024-11-07,Baggage,My suitcase arrived open and items were missing.,negative,Open,,
TKT001151,CUST0182,R005,2024-10-13,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,14,3
TKT001152,CUST0223,R004,2024-12-08,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Resolved,8,3
TKT001153,CUST0249,R005,2024-10-09,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,1,1
TKT001154,CUST0252,R011,2024-11-09,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,8,4
TKT001155,CUST0142,R006,2024-10-23,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Resolved,13,1
TKT001156,CUST0186,R005,2024-12-04,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,7,1
TKT001157,CUST0018,R002,2025-01-14,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,7,1
TKT001158,CUST0130,R001,2024-11-18,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,12,5
TKT001159,CUST0110,R004,2024-12-03,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,12,3
TKT001160,CUST0223,R010,2024-11-20,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Open,,
TKT001161,CUST0079,R005,2024-11-27,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Resolved,12,2
TKT001162,CUST0227,R006,2024-12-17,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Resolved,13,5
TKT001163,CUST0086,R003,2024-10-16,Baggage,Still waiting for delayed baggage from 3 days ago.,negative,Resolved,13,4
TKT001164,CUST0287,R005,2024-12-12,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,7,4
TKT001165,CUST0015,R006,2025-01-16,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,4,1
TKT001166,CUST0152,R003,2025-01-27,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Resolved,3,4
TKT001167,CUST0274,R009,2024-11-05,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Resolved,11,3
TKT001168,CUST0230,R009,2024-10-20,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,6,3
TKT001169,CUST0170,R005,2024-12-02,Onboard Experience,Repas de très mauvaise qualité sur le vol ABJ-CDG.,negative,Resolved,1,2
TKT001170,CUST0083,R010,2024-12-14,Booking Issue,"Erreur lors du paiement, deux billets émis.",neutral,Resolved,14,4
TKT001171,CUST0175,R009,2024-10-19,Customer Service,Twitter team responded but did not resolve the issue.,negative,Resolved,9,3
TKT001172,CUST0025,R003,2024-12-26,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,7,2
TKT001173,CUST0156,R001,2025-01-28,Customer Service,Agent au sol très impoli et peu serviable.,negative,Open,,
TKT001174,CUST0215,R001,2024-10-28,Booking Issue,Upgrade not applied despite payment confirmation.,negative,Resolved,5,2
TKT001175,CUST0115,R011,2025-01-20,Onboard Experience,Air conditioning was too cold. No blankets available.,negative,Resolved,11,4
TKT001176,CUST0118,R002,2024-12-29,Refund,Voucher reçu au lieu du remboursement promis.,negative,Resolved,11,4
TKT001177,CUST0239,R002,2024-11-17,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,7,4
TKT001178,CUST0288,R005,2024-12-10,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Resolved,4,3
TKT001179,CUST0070,R009,2024-10-23,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Open,,
TKT001180,CUST0053,R010,2024-12-30,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Resolved,4,4
TKT001181,CUST0162,R007,2025-01-19,Onboard Experience,Seat recline broken. Crew ignored my request.,neutral,Open,,
TKT001182,CUST0121,R009,2024-12-01,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Open,,
TKT001183,CUST0115,R008,2024-10-10,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Resolved,6,4
TKT001184,CUST0204,R009,2024-10-08,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,2,1
TKT001185,CUST0216,R001,2024-10-05,Refund,Requested refund 30 days ago. No update from the airline.,negative,Open,,
TKT001186,CUST0157,R001,2024-12-28,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,8,3
TKT001187,CUST0004,R006,2024-11-13,Onboard Experience,Seat recline broken. Crew ignored my request.,neutral,Resolved,9,3
TKT001188,CUST0265,R006,2024-11-09,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,8,5
TKT001189,CUST0233,R002,2025-01-30,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Resolved,11,4
TKT001190,CUST0138,R010,2024-10-06,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,2,4
TKT001191,CUST0051,R008,2024-11-19,Booking Issue,"Erreur lors du paiement, deux billets émis.",neutral,Open,,
TKT001192,CUST0060,R005,2025-01-04,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,3,3
TKT001193,CUST0289,R001,2024-12-12,Booking Issue,Double-charged for seat selection. Please refund.,neutral,Resolved,1,3
TKT001194,CUST0217,R008,2024-10-15,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,9,3
TKT001195,CUST0297,R004,2024-11-24,Booking Issue,"Erreur lors du paiement, deux billets émis.",neutral,Resolved,4,2
TKT001196,CUST0158,R012,2024-11-21,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,13,2
TKT001197,CUST0135,R009,2025-01-04,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Open,,
TKT001198,CUST0121,R001,2024-10-12,Booking Issue,Application mobile bloque à l'étape de paiement.,neutral,Resolved,9,1
TKT001199,CUST0095,R009,2024-10-09,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Open,,
TKT001200,CUST0085,R007,2024-10-12,Onboard Experience,Air conditioning was too cold. No blankets available.,neutral,Resolved,10,5
TKT001201,CUST0283,R008,2025-01-30,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,4,4
TKT001202,CUST0104,R005,2024-11-23,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Open,,
TKT001203,CUST0199,R011,2024-10-21,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Resolved,11,4
TKT001204,CUST0056,R006,2024-11-11,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,12,3
TKT001205,CUST0263,R009,2024-10-13,Booking Issue,Upgrade not applied despite payment confirmation.,neutral,Resolved,14,1
TKT001206,CUST0148,R012,2024-10-05,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,7,4
TKT001207,CUST0022,R011,2024-11-10,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,2,5
TKT001208,CUST0284,R006,2024-12-28,Baggage,My suitcase arrived open and items were missing.,negative,Resolved,4,4
TKT001209,CUST0156,R012,2025-01-08,Booking Issue,Upgrade not applied despite payment confirmation.,negative,Resolved,7,4
TKT001210,CUST0009,R006,2024-12-04,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",neutral,Resolved,3,4
TKT001211,CUST0237,R011,2024-10-07,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Open,,
TKT001212,CUST0107,R008,2024-12-01,Onboard Experience,Choice of vegetarian meals very limited compared to competitors.,neutral,Resolved,3,2
TKT001213,CUST0156,R005,2024-10-05,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Resolved,12,2
TKT001214,CUST0027,R005,2024-10-25,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Open,,
TKT001215,CUST0110,R011,2024-12-02,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,10,2
TKT001216,CUST0001,R009,2024-11-14,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,8,4
TKT001217,CUST0009,R006,2024-11-21,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Resolved,9,2
TKT001218,CUST0046,R011,2024-11-13,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Open,,
TKT001219,CUST0064,R001,2025-01-10,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,13,4
TKT001220,CUST0025,R005,2024-10-12,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Resolved,3,5
TKT001221,CUST0211,R012,2025-01-14,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,negative,Open,,
TKT001222,CUST0142,R001,2024-11-27,Baggage,My suitcase arrived open and items were missing.,negative,Open,,
TKT001223,CUST0008,R010,2025-01-03,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,5,3
TKT001224,CUST0167,R006,2024-12-14,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,8,3
TKT001225,CUST0243,R007,2024-12-25,Onboard Experience,Choice of vegetarian meals very limited compared to competitors.,neutral,Open,,
TKT001226,CUST0088,R006,2024-11-16,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Resolved,2,5
TKT001227,CUST0191,R005,2024-10-25,Refund,Voucher reçu au lieu du remboursement promis.,negative,Resolved,1,4
TKT001228,CUST0113,R008,2024-10-24,Refund,Requested refund 30 days ago. No update from the airline.,negative,Open,,
TKT001229,CUST0095,R004,2024-10-06,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Resolved,1,1
TKT001230,CUST0245,R009,2025-02-01,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Open,,
TKT001231,CUST0116,R004,2024-10-21,Baggage,Still waiting for delayed baggage from 3 days ago.,negative,Resolved,13,5
TKT001232,CUST0252,R005,2024-10-07,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,6,4
TKT001233,CUST0140,R010,2024-11-23,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,10,3
TKT001234,CUST0223,R011,2024-10-10,Refund,Voucher reçu au lieu du remboursement promis.,negative,Resolved,9,4
TKT001235,CUST0234,R009,2025-02-01,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Resolved,5,3
TKT001236,CUST0237,R009,2025-01-26,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,9,4
TKT001237,CUST0273,R005,2024-12-07,Onboard Experience,Seat recline broken. Crew ignored my request.,negative,Open,,
TKT001238,CUST0030,R006,2025-02-01,Booking Issue,Upgrade not applied despite payment confirmation.,negative,Resolved,3,4
TKT001239,CUST0061,R004,2024-11-13,Onboard Experience,Air conditioning was too cold. No blankets available.,neutral,Open,,
TKT001240,CUST0094,R010,2024-12-10,Booking Issue,"Erreur lors du paiement, deux billets émis.",negative,Resolved,9,2
TKT001241,CUST0144,R003,2024-12-27,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,negative,Resolved,5,2
TKT001242,CUST0276,R010,2025-01-22,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,6,1
TKT001243,CUST0265,R009,2024-11-19,Booking Issue,Upgrade not applied despite payment confirmation.,neutral,Resolved,1,5
TKT001244,CUST0135,R004,2024-10-10,Customer Service,Twitter team responded but did not resolve the issue.,negative,Resolved,5,2
TKT001245,CUST0058,R011,2025-01-01,Booking Issue,Double-charged for seat selection. Please refund.,negative,Resolved,4,2
TKT001246,CUST0134,R010,2024-12-28,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,11,1
TKT001247,CUST0035,R004,2024-10-21,Onboard Experience,Repas de très mauvaise qualité sur le vol ABJ-CDG.,neutral,Resolved,6,3
TKT001248,CUST0014,R001,2024-11-11,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,1,2
TKT001249,CUST0198,R012,2024-11-02,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,3,4
TKT001250,CUST0063,R006,2025-01-08,Booking Issue,Double-charged for seat selection. Please refund.,negative,Resolved,14,2
TKT001251,CUST0151,R001,2024-10-22,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Open,,
TKT001252,CUST0060,R005,2024-11-24,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Resolved,8,3
TKT001253,CUST0028,R003,2025-01-27,Customer Service,Twitter team responded but did not resolve the issue.,negative,Open,,
TKT001254,CUST0174,R008,2024-11-19,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Resolved,9,2
TKT001255,CUST0083,R006,2024-11-16,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,5,4
TKT001256,CUST0123,R012,2024-11-14,Booking Issue,Impossible de modifier ma réservation en ligne.,negative,Open,,
TKT001257,CUST0059,R008,2024-11-13,Onboard Experience,Air conditioning was too cold. No blankets available.,negative,Resolved,4,1
TKT001258,CUST0057,R011,2024-12-12,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,7,4
TKT001259,CUST0183,R004,2025-01-19,Customer Service,Le service clientèle en ligne est inexistant.,negative,Open,,
TKT001260,CUST0091,R001,2024-11-27,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,13,2
TKT001261,CUST0016,R009,2025-01-08,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,9,3
TKT001262,CUST0092,R006,2024-11-23,Customer Service,Twitter team responded but did not resolve the issue.,negative,Open,,
TKT001263,CUST0056,R006,2024-11-02,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,negative,Open,,
TKT001264,CUST0158,R004,2024-10-13,Booking Issue,Double-charged for seat selection. Please refund.,neutral,Resolved,8,3
TKT001265,CUST0204,R005,2024-10-22,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,3,4
TKT001266,CUST0300,R005,2025-01-09,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Open,,
TKT001267,CUST0292,R009,2024-12-10,Booking Issue,Application mobile bloque à l'étape de paiement.,negative,Resolved,5,1
TKT001268,CUST0176,R008,2024-11-20,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Resolved,4,4
TKT001269,CUST0185,R004,2024-12-13,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Open,,
TKT001270,CUST0213,R009,2024-12-03,Baggage,My suitcase arrived open and items were missing.,negative,Resolved,6,4
TKT001271,CUST0006,R005,2024-10-18,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Resolved,5,5
TKT001272,CUST0158,R001,2025-01-26,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Open,,
TKT001273,CUST0119,R010,2024-11-28,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Resolved,6,2
TKT001274,CUST0286,R011,2024-12-28,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Resolved,8,4
TKT001275,CUST0080,R002,2024-11-25,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Open,,
TKT001276,CUST0082,R006,2024-11-22,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,neutral,Resolved,6,4
TKT001277,CUST0133,R004,2024-10-22,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Resolved,2,1
TKT001278,CUST0125,R009,2024-10-24,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Open,,
TKT001279,CUST0238,R006,2024-11-29,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Open,,
TKT001280,CUST0241,R006,2024-11-18,Booking Issue,Impossible de modifier ma réservation en ligne.,negative,Open,,
TKT001281,CUST0119,R006,2025-01-20,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,10,1
TKT001282,CUST0191,R005,2024-11-13,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Open,,
TKT001283,CUST0030,R009,2025-01-07,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,4,5
TKT001284,CUST0020,R006,2024-12-24,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,1,2
TKT001285,CUST0075,R006,2024-10-10,Customer Service,Le service clientèle en ligne est inexistant.,negative,Open,,
TKT001286,CUST0019,R009,2024-11-07,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,12,4
TKT001287,CUST0040,R008,2025-01-03,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,4,4
TKT001288,CUST0268,R006,2025-01-18,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Resolved,3,4
TKT001289,CUST0299,R003,2024-10-16,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Open,,
TKT001290,CUST0111,R004,2024-10-24,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Open,,
TKT001291,CUST0251,R002,2024-11-19,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Resolved,3,1
TKT001292,CUST0147,R009,2024-12-09,Booking Issue,Impossible de modifier ma réservation en ligne.,negative,Open,,
TKT001293,CUST0048,R004,2024-12-15,Booking Issue,Double-charged for seat selection. Please refund.,neutral,Resolved,11,4
TKT001294,CUST0040,R012,2024-12-02,Booking Issue,Application mobile bloque à l'étape de paiement.,negative,Resolved,10,4
TKT001295,CUST0048,R005,2024-11-18,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Open,,
TKT001296,CUST0243,R004,2025-01-28,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Open,,
TKT001297,CUST0264,R002,2025-01-23,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,13,5
TKT001298,CUST0203,R010,2024-12-01,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Open,,
TKT001299,CUST0135,R005,2024-12-22,Booking Issue,Application mobile bloque à l'étape de paiement.,negative,Resolved,11,3
TKT001300,CUST0053,R004,2024-10-22,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,6,3
TKT001301,CUST0196,R005,2024-11-27,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,4,4
TKT001302,CUST0142,R005,2024-12-07,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Resolved,3,4
TKT001303,CUST0146,R004,2025-01-06,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,14,4
TKT001304,CUST0046,R011,2024-11-20,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Resolved,4,4
TKT001305,CUST0217,R002,2025-01-07,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Resolved,1,2
TKT001306,CUST0264,R009,2024-12-28,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,2,3
TKT001307,CUST0207,R004,2024-12-06,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,12,2
TKT001308,CUST0255,R001,2025-01-15,Onboard Experience,Repas de très mauvaise qualité sur le vol ABJ-CDG.,neutral,Resolved,13,3
TKT001309,CUST0241,R003,2024-11-10,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,2,5
TKT001310,CUST0003,R005,2025-01-25,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,5,4
TKT001311,CUST0088,R001,2024-12-11,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Resolved,7,5
TKT001312,CUST0280,R006,2024-11-21,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,13,2
TKT001313,CUST0186,R001,2024-12-30,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Resolved,11,2
TKT001314,CUST0093,R005,2025-01-09,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,3,2
TKT001315,CUST0110,R009,2024-12-27,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,8,1
TKT001316,CUST0006,R005,2024-10-09,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,1,4
TKT001317,CUST0187,R009,2024-10-14,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,3,2
TKT001318,CUST0091,R006,2024-10-28,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Open,,
TKT001319,CUST0138,R006,2024-12-26,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Open,,
TKT001320,CUST0013,R010,2024-12-21,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,14,5
TKT001321,CUST0202,R008,2024-12-17,Booking Issue,"Erreur lors du paiement, deux billets émis.",neutral,Resolved,10,3
TKT001322,CUST0066,R003,2024-10-19,Onboard Experience,Repas de très mauvaise qualité sur le vol ABJ-CDG.,negative,Open,,
TKT001323,CUST0268,R009,2025-01-06,Onboard Experience,Air conditioning was too cold. No blankets available.,neutral,Open,,
TKT001324,CUST0109,R012,2024-10-13,Onboard Experience,Repas de très mauvaise qualité sur le vol ABJ-CDG.,negative,Resolved,11,4
TKT001325,CUST0173,R010,2025-01-18,Baggage,Still waiting for delayed baggage from 3 days ago.,negative,Open,,
TKT001326,CUST0208,R006,2024-11-30,Onboard Experience,Air conditioning was too cold. No blankets available.,negative,Resolved,12,1
TKT001327,CUST0137,R005,2024-12-05,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,9,1
TKT001328,CUST0260,R002,2025-01-21,Booking Issue,Double-charged for seat selection. Please refund.,neutral,Resolved,10,4
TKT001329,CUST0028,R006,2024-10-18,Onboard Experience,Choice of vegetarian meals very limited compared to competitors.,neutral,Resolved,11,4
TKT001330,CUST0242,R001,2025-01-13,Onboard Experience,Air conditioning was too cold. No blankets available.,neutral,Resolved,3,4
TKT001331,CUST0035,R004,2025-01-29,Onboard Experience,Seat recline broken. Crew ignored my request.,neutral,Open,,
TKT001332,CUST0043,R001,2024-11-07,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Resolved,13,1
TKT001333,CUST0181,R005,2024-12-03,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Resolved,10,3
TKT001334,CUST0164,R009,2024-12-07,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Open,,
TKT001335,CUST0265,R008,2024-10-23,Onboard Experience,Seat recline broken. Crew ignored my request.,neutral,Resolved,5,5
TKT001336,CUST0228,R007,2024-10-17,Baggage,My suitcase arrived open and items were missing.,negative,Resolved,5,1
TKT001337,CUST0056,R010,2024-12-14,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,2,3
TKT001338,CUST0031,R010,2025-01-16,Onboard Experience,Seat recline broken. Crew ignored my request.,neutral,Resolved,3,4
TKT001339,CUST0052,R009,2024-11-02,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Resolved,5,3
TKT001340,CUST0034,R004,2024-11-13,Booking Issue,Application mobile bloque à l'étape de paiement.,negative,Open,,
TKT001341,CUST0181,R005,2024-10-05,Booking Issue,Application mobile bloque à l'étape de paiement.,negative,Resolved,13,5
TKT001342,CUST0088,R005,2024-12-26,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,12,3
TKT001343,CUST0254,R005,2024-10-21,Booking Issue,Application mobile bloque à l'étape de paiement.,neutral,Resolved,12,5
TKT001344,CUST0205,R012,2024-12-01,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,13,2
TKT001345,CUST0081,R005,2024-11-24,Onboard Experience,Repas de très mauvaise qualité sur le vol ABJ-CDG.,neutral,Resolved,2,2
TKT001346,CUST0078,R012,2024-10-07,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,3,1
TKT001347,CUST0123,R006,2025-01-02,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Resolved,5,2
TKT001348,CUST0186,R008,2024-12-31,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,13,2
TKT001349,CUST0277,R009,2024-10-27,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,7,3
TKT001350,CUST0011,R005,2024-12-26,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Resolved,5,3
TKT001351,CUST0196,R003,2024-10-23,Booking Issue,Application mobile bloque à l'étape de paiement.,neutral,Resolved,11,2
TKT001352,CUST0272,R008,2024-10-04,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,5,4
TKT001353,CUST0117,R005,2024-12-28,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Resolved,7,1
TKT001354,CUST0147,R012,2024-12-21,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,5,1
TKT001355,CUST0204,R005,2024-12-22,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,4,4
